Building Code,Building Name,Campus Code,Latitude,Longitude
868,SOUTHBANK - BUXTON CONTEMPORARY,STH,-37.82393600,144.96889200
869,SOUTHBANK SHED,STH,,
871,SOUTHBANK RED SHED,STH,-37.82507700,144.96905800
872,SOUTHBANK GRANT STREET THEATRE & LIONEL'S CAFE,STH,-37.82522000,144.96921400
873,SOUTHBANK THE STABLES,STH,-37.82494600,144.96847600
874,SOUTHBANK ART STUDIOS 1,STH,-37.82567700,144.96748800
875,SOUTHBANK ART STUDIOS 2,STH,-37.82527100,144.96748100
876,STURT ST SERVICE CENTRE,STH,-37.82538500,144.96708400
877,SOUTHBANK END-OF-TRIP FACILITIES,STH,-37.82482200,144.96740600
879,"SOUTHBANK PERFORMING ARTS, DODDS ST",STH,-37.82461000,144.96790500
880,THE IAN POTTER SOUTHBANK CENTRE,STH,-37.82455800,144.96669730
881,SOUTHBANK LITTLE BLACK CAFE,STH,,
882,SOUTHBANK THE GUILD,STH,,
887,SOUTHBANK MELBOURNE THEATRE COMPANY,STH,-37.82418300,144.96595500
893,BURNLEY QUADRANGLE BUILDING 1,BUR,-37.82844900,145.02075900
894,BURNLEY QUADRANGLE BUILDING 2,BUR,-37.82844900,145.02075900
895,BURNLEY QUADRANGLE BUILDING 3,BUR,-37.82794400,145.02188100
896,BURNLEY QUADRANGLE BUILDING 4,BUR,-37.82795500,145.02204100
897,BURNLEY QUADRANGLE BUILDING 5,BUR,-37.82844900,145.02075900
898,BURNLEY QUADRANGLE BUILDING 6,BUR,-37.82815800,145.02219500
899,BURNLEY QUADRANGLE BUILDING 7,BUR,-37.82844900,145.02075500
900,BURNLEY CAMPUS FREEHOLD TITLE TO LAND,BUR,-37.82949300,145.02090240
901,BURNLEY ACADEMIC CENTRE (MAIN BUILDING),BUR,-37.82916000,145.02140300
902,BURNLEY NURSERY FACILITY,BUR,-37.82874400,145.02082900
903,BURNLEY ENGINEERING FACILITY,BUR,-37.82854800,145.02254300
904,BURNLEY CENTRE FOR URBAN HORTICULTURE,BUR,-37.82849800,145.02045900
905,"BURNLEY PLANT SCIENCE LABS 1, 2, 3",BUR,-37.82943400,145.02095300
906,"BURNLEY PLANT SCIENCE LABS 4, 5, 6",BUR,-37.82923500,145.02069300
907,BURNLEY LANDSCAPE FACILITY,BUR,-37.82943100,145.02336800
908,BURNLEY STUDENT HUB,BUR,-37.82902500,145.02100300
909,BURNLEY BUILDING 909 (STORAGE),BUR,-37.82882100,145.02003900
910,BURNLEY CAMPUS MAIN CAR PARK,BUR,,
911,BURNLEY CENTENARY CENTRE BUILDING,BUR,-37.82857100,145.02209200
912,BURNLEY BUILDING 912,BUR,-37.82979200,145.02400000
913,BURNLEY FIELD STATION SHED,BUR,,
914,BURNLEY LIBRARY,BUR,-37.82821800,145.02178400
915,BURNLEY WORKSHOP,BUR,-37.82935000,145.02130800
916,BURNLEY FOREST SCIENCE OFFICE,BUR,-37.82853800,145.02255900
917,BURNLEY MACHINE SHED,BUR,-37.82970700,145.02201600
918,BURNLEY GREENHOUSE 1,BUR,,
919,BURNLEY GREENHOUSE 2,BUR,,
920,BURNLEY GREENHOUSE 3,BUR,,
921,BURNLEY GREENHOUSE 4,BUR,,
922,BURNLEY GREENHOUSE 5,BUR,,
923,BURNLEY NURSERY STORAGE SHED,BUR,-37.82885600,145.02189700
924,BURNLEY GAS & FUEL BUILDING,BUR,-37.82946700,145.02420200
925,BURNLEY BICYCLE SHED,BUR,-37.82895210,145.02415000
926,BURNLEY INSULATION HOUSE,BUR,-37.82969200,145.02420200
927,BURNLEY REMOTE AREA POWER SUPPLY BUILDING (RAPS),BUR,-37.82975700,145.02423300
928,BURNLEY POLYHOUSE 6,BUR,,
929,BURNLEY POLYHOUSE 8,BUR,,
930,BURNLEY POLYHOUSE 9,BUR,,
931,BURNLEY POLYHOUSE 10,BUR,,
932,BURNLEY POLYHOUSE 11,BUR,,
933,BURNLEY POLYHOUSE 12,BUR,,
934,BURNLEY POLYHOUSES 13 & 14,BUR,,
935,BURNLEY GLASSHOUSE 15,BUR,,
936,BURNLEY RAIN SHELTER 1,BUR,,
937,BURNLEY RAIN SHELTER 2,BUR,,
938,BURNLEY RAIN SHELTER 3,BUR,,
939,BURNLEY BIG SHADE,BUR,,
940,BURNLEY SUMMER HOUSE (HERITAGE),BUR,,
941,BURNLEY STORAGE SHED,BUR,,
942,BURNLEY GLASSHOUSE 16,BUR,,
943,BURNLEY GLASSHOUSE 17,BUR,,
944,BURNLEY STUDY STRUCTURE 1,BUR,,
945,BURNLEY STUDY STRUCTURE 2,BUR,,
946,BURNLEY STUDY STRUCTURE 3,BUR,,
947,BURNLEY STUDY STRUCTURE 4,BUR,,
948,BURNLEY STUDY STRUCTURE 5,BUR,,
949,BURNLEY STUDY STRUCTURE 6,BUR,,
953,BURNLEY TOOL SHED,BUR,,
954,BURNLEY FLORICULTURE HOUSE,BUR,,
955,BURNLEY SOLAR KILN,BUR,,
986,ROYAL PARADE STEAM TUNNEL,PAR,,
987,GRATTAN ST TUNNEL,PAR,,
988,SWANSTON ST PEDESTRIAN BRIDGE,PAR,,
989,STUDENT PRECINCT CULVERT,PAR,,
